Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2015,201508,Aug-15,4,0,2,Exports,800,Uganda,,646,Rwanda,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,,,77258,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,699,India,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,18,,110,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,506,,262,,,0
HS,2015,201508,Aug-15,4,0,2,Exports,800,Uganda,,728,South Sudan,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,59580,,52296,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,4030,,6814,,,0
HS,2015,201508,Aug-15,4,0,2,Exports,800,Uganda,,834,United Rep. of Tanzania,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,24900,,25944,,,0
HS,2015,201507,Jul-15,4,0,1,Imports,800,Uganda,,404,Kenya,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,2500,,14235,,,0
HS,2015,201507,Jul-15,4,0,1,Imports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,34341,,66264,,,0
HS,2015,201507,Jul-15,4,0,1,Imports,800,Uganda,,699,India,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,104,,168,,,0
HS,2015,201507,Jul-15,4,0,1,Imports,800,Uganda,,704,Viet Nam,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,19610,,21714,,,0
HS,2015,201507,Jul-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,2209,,9033,,,0
HS,2015,201507,Jul-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,9885,,20939,,,0
HS,2015,201507,Jul-15,4,0,1,Imports,800,Uganda,,826,United Kingdom,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,32,,176,,,0
HS,2015,201507,Jul-15,4,0,2,Exports,800,Uganda,,728,South Sudan,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,36137,,69565,,,0
HS,2015,201507,Jul-15,4,0,2,Exports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,,,5079439,,,0
HS,2015,201507,Jul-15,4,0,2,Exports,800,Uganda,,180,Dem.Rep. of the Congo,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,1072,,2336,,,0
HS,2015,201507,Jul-15,4,0,2,Exports,800,Uganda,,404,Kenya,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,1303371,,4975538,,,0
HS,2015,201507,Jul-15,4,0,2,Exports,800,Uganda,,646,Rwanda,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,,,32000,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,103767,,150320,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,180,Dem.Rep. of the Congo,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,20,,48,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,404,Kenya,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,5,,8,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,458,Malaysia,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,63180,,28213,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,704,Viet Nam,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,19610,,21714,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,7307,,32048,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,1630,,2465,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,826,United Kingdom,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,421,,273,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,834,United Rep. of Tanzania,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,11590,,65472,,,0
HS,2015,201508,Aug-15,4,0,1,Imports,800,Uganda,,842,United States of America,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,4,,80,,,0
HS,2015,201508,Aug-15,4,0,2,Exports,800,Uganda,,834,United Rep. of Tanzania,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,17400,,63034,,,0
HS,2015,201508,Aug-15,4,0,2,Exports,800,Uganda,,404,Kenya,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,413000,,1569400,,,0
HS,2015,201508,Aug-15,4,0,2,Exports,800,Uganda,,392,Japan,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,23440,,84416,,,0
HS,2015,201508,Aug-15,4,0,2,Exports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,453840,,1716850,,,0
HS,2015,201509,Sep-15,4,0,1,Imports,800,Uganda,,0,World,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,6347,,6330,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,0,World,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,,,1065036,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,108,Burundi,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,37000,,30209,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,404,Kenya,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,1055598,,708175,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,646,Rwanda,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,,,46005,,,0
HS,2015,201509,Sep-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,724,,610,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,728,South Sudan,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,162690,,233089,,,0
HS,2015,201509,Sep-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,5623,,5720,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,834,United Rep. of Tanzania,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,47280,,47558,,,0
HS,2015,201509,Sep-15,4,0,1,Imports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,4501,,8794,,,0
HS,2015,201509,Sep-15,4,0,1,Imports,800,Uganda,,699,India,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,6,,53,,,0
HS,2015,201509,Sep-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,872,,3842,,,0
HS,2015,201509,Sep-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,3517,,4553,,,0
HS,2015,201509,Sep-15,4,0,1,Imports,800,Uganda,,826,United Kingdom,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,89,,186,,,0
HS,2015,201509,Sep-15,4,0,1,Imports,800,Uganda,,276,Germany,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,17,,160,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,392,Japan,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,50000,,175000,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,404,Kenya,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,460000,,1748002,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,728,South Sudan,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,81500,,130367,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,729,Sudan,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,29057,,111151,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,634508,,2188711,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,108,Burundi,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,2000,,696,,,0
HS,2015,201509,Sep-15,4,0,2,Exports,800,Uganda,,180,Dem.Rep. of the Congo,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,11951,,23496,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,0,World,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,216742,,150852,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,0,World,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,1348541,,918573,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,108,Burundi,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,4000,,994,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,180,Dem.Rep. of the Congo,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,3600,,3012,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,404,Kenya,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,216000,,148890,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,404,Kenya,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,1141861,,748874,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,646,Rwanda,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,51660,,39260,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,492,,837,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,728,South Sudan,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,118440,,99605,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,250,,1125,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,834,United Rep. of Tanzania,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,28980,,26828,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,156,China,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,400,,1200,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,17616,,29484,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,208,Denmark,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,2977,,1461,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,276,Germany,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,10,,100,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,404,Kenya,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,25,,132,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,458,Malaysia,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,8256,,9905,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,528,Netherlands,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,130,,1350,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,509,,1012,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,4579,,7322,,,0
HS,2015,201510,Oct-15,4,0,1,Imports,800,Uganda,,826,United Kingdom,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,730,,7002,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,728,South Sudan,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,21744,,44770,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,404,Kenya,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,83470,,313792,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,105406,,358792,,,0
HS,2015,201510,Oct-15,4,0,2,Exports,800,Uganda,,180,Dem.Rep. of the Congo,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,192,,230,,,0
HS,2015,201511,Nov-15,4,0,1,Imports,800,Uganda,,0,World,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,511814,,354093,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,0,World,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,1194664,,828027,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,108,Burundi,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,7000,,1987,,,0
HS,2015,201511,Nov-15,4,0,1,Imports,800,Uganda,,404,Kenya,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,510400,,353575,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,404,Kenya,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,1026554,,691882,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,646,Rwanda,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,54720,,43399,,,0
HS,2015,201511,Nov-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,314,,293,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,728,South Sudan,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,80590,,69926,,,0
HS,2015,201511,Nov-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,1100,,225,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,834,United Rep. of Tanzania,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,25800,,20833,,,0
HS,2015,201511,Nov-15,4,0,1,Imports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,44714,,192402,,,0
HS,2015,201511,Nov-15,4,0,1,Imports,800,Uganda,,404,Kenya,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,16959,,77864,,,0
HS,2015,201511,Nov-15,4,0,1,Imports,800,Uganda,,528,Netherlands,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,21941,,100002,,,0
HS,2015,201511,Nov-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,4721,,11052,,,0
HS,2015,201511,Nov-15,4,0,1,Imports,800,Uganda,,826,United Kingdom,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,11,,14,,,0
HS,2015,201511,Nov-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,1083,,3471,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,728,South Sudan,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,54294,,80178,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,646,Rwanda,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,3708,,2364,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,404,Kenya,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,170460,,624220,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,273615,,811529,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,108,Burundi,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,13763,,9468,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,180,Dem.Rep. of the Congo,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,6391,,7762,,,0
HS,2015,201511,Nov-15,4,0,2,Exports,800,Uganda,,392,Japan,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,25000,,87538,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,0,World,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,387294,,285844,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,0,World,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,1124526,,770809,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,180,Dem.Rep. of the Congo,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,6760,,5412,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,404,Kenya,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,384000,,273131,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,404,Kenya,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,1007886,,671814,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,646,Rwanda,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,54000,,42565,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,617,,795,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,728,South Sudan,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,23060,,18314,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,2591,,11616,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,826,United Kingdom,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,86,,302,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,834,United Rep. of Tanzania,,,,,,,,,401,"Milk and cream, neither concentrated nor sweetened",,,,,,,32820,,32705,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,154907,,440459,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,208,Denmark,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,500,,449,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,404,Kenya,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,73086,,75067,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,528,Netherlands,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,54987,,270559,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,646,Rwanda,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,70,,17,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,710,South Africa,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,709,,8696,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,784,United Arab Emirates,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,25005,,81821,,,0
HS,2015,201512,Dec-15,4,0,1,Imports,800,Uganda,,826,United Kingdom,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,550,,3850,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,834,United Rep. of Tanzania,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,10000,,24300,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,728,South Sudan,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,19148,,8064,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,646,Rwanda,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,23687,,64025,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,0,World,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,74765,,154379,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,108,Burundi,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,3000,,991,,,0
HS,2015,201512,Dec-15,4,0,2,Exports,800,Uganda,,180,Dem.Rep. of the Congo,,,,,,,,,402,"Milk and cream, concentrated or sweetened",,,,,,,18930,,56999,,,0
